second,xyz[4],xyz[1]
19.492,107.5156,0.9262695
19.499,94.875,0.9082031
19.505,82.40625,0.8981934
19.511,71.73438,0.8979492
19.518,59.0625,0.907959
19.524,46.90625,0.9335938
19.531,34.9375,0.9714355
19.537,25.0,1.017334
19.544,12.57813,1.05957
19.55,-1.203125,1.114746
19.556,-13.96875,1.176514
19.563,-29.79688,1.233398
19.569,-45.35938,1.302002
19.576,-61.39062,1.361328
19.582,-75.64063,1.409668
19.588,-94.26562,1.446289
19.595,-113.3906,1.491943
19.601,-128.6094,1.535889
19.608,-146.1563,1.5625
19.614,-162.9375,1.571777
19.62,-176.4531,1.548096
19.627,-190.8281,1.437744
19.633,-201.2187,1.412354
19.64,-207.125,1.304932
19.646,-208.9531,1.196289
19.652,-208.1719,1.110352
19.659,-205.3437,1.00415
19.665,-201.0156,0.880127
19.672,-191.6719,0.6953125
19.678,-177.7812,0.5947266
19.688,-154.6719,0.3527832
19.694,-134.8125,0.2160645
19.701,-113.7969,0.1120605
19.707,-91.04688,0.05712891
19.714,-66.5,0.03759766
19.72,-42.09375,0.07495117
19.727,-22.98438,0.1708984
19.733,-2.6875,0.2922363
19.739,13.59375,0.4760742
19.746,23.89063,0.6887207
19.752,32.0,0.8796387
19.759,35.59375,1.116943
19.765,34.85938,1.351563
19.772,31.0,1.5625
19.778,22.29687,1.70874
19.784,9.71875,1.839844
19.791,-2.484375,1.922119
19.797,-18.53125,1.956299
19.804,-36.14063,1.958496
19.81,-54.39063,1.918457
19.816,-68.4375,1.841064
19.823,-83.9375,1.758789
19.829,-98.5,1.657471
19.836,-110.0,1.569824
19.842,-122.9687,1.51001
19.848,-134.5937,1.443359
19.855,-142.7812,1.368652
19.861,-150.7187,1.293457
19.868,-157.1719,1.188477
19.874,-162.5156,1.073486
19.88,-165.7344,0.9577637
19.887,-167.3906,0.8669434
19.893,-166.3594,0.7709961
19.9,-160.0156,0.6901855
19.906,-160.4687,0.5686035
19.912,-155.5469,0.5639648
19.919,-148.9844,0.4963379
19.925,-142.8125,0.4255371
19.932,-134.1719,0.3635254
19.94,-121.875,0.2609863
19.95,-109.6719,0.168457
19.957,-99.125,0.1091309
19.963,-87.26563,0.08081055
19.97,-74.78125,0.06005859
19.976,-62.84375,0.05273438
19.983,-49.60938,0.05883789
19.989,-43.34375,0.07641602
20.005,-24.92188,0.1218262
20.011,-18.79688,0.1264648
20.018,-12.70313,0.1223145
20.024,-6.296875,0.1123047
20.031,-1.140625,0.1018066
20.037,3.859375,0.09570313
20.044,7.890625,0.09277344
20.05,12.17188,0.09570313
20.057,16.10938,0.104248
20.063,20.51563,0.1140137
20.069,24.35938,0.1254883
20.076,27.71875,0.1320801
20.082,29.3125,0.1308594
20.089,29.89063,0.1240234
20.095,30.10937,0.1108398
20.102,35.53125,0.09399414
20.108,34.71875,0.07617188
20.114,37.39063,0.06225586
20.121,39.17188,0.04833984
20.127,40.65625,0.03759766
20.134,42.45313,0.0324707
20.14,44.5,0.02978516
20.147,46.70312,0.02856445
20.153,48.625,0.02563477
20.16,50.73438,0.02099609
20.166,51.46875,0.01025391
20.173,51.64063,-0.009277344
20.179,53.0,-0.03808594
20.185,56.0625,-0.07348633
20.192,59.5,-0.1037598
20.198,63.07813,-0.1352539
20.205,66.75,-0.1569824
20.263,101.4687,-0.1657715
20.269,105.2187,-0.1713867
20.276,109.2969,-0.1791992
20.282,113.2031,-0.1843262
20.289,116.1719,-0.1862793
20.295,120.1563,-0.1879883
20.302,124.5469,-0.1916504
20.308,129.1875,-0.1987305
20.315,133.3437,-0.2062988
20.321,138.7344,-0.2094727
20.327,143.7812,-0.2060547
20.334,147.8437,-0.1948242
20.34,150.875,-0.1787109
20.347,154.1875,-0.1657715
20.353,157.1094,-0.1560059
20.36,160.2344,-0.1538086
20.366,163.6875,-0.1560059
20.372,168.4688,-0.1586914
20.379,173.5938,-0.161377
20.385,178.1406,-0.1623535
20.392,183.9219,-0.1616211
20.398,189.4844,-0.1589355
20.405,193.9844,-0.1535645
20.411,197.2344,-0.1462402
20.417,201.2187,-0.1394043
20.424,205.5938,-0.1313477
20.43,210.5469,-0.1252441
20.437,215.2187,-0.1196289
20.443,221.625,-0.114502
20.45,228.0,-0.1064453
20.456,233.7656,-0.09594727
20.463,238.3125,-0.08422852
20.469,243.9531,-0.07421875
20.475,250.0937,-0.0625
20.482,256.2969,-0.05053711
20.488,261.1562,-0.03735352
20.495,267.1094,-0.02490234
20.501,272.9531,-0.006591797
20.511,279.7031,0.02709961
20.518,284.2813,0.06616211
20.524,288.7344,0.09790039
20.531,292.6406,0.1362305
20.537,295.8437,0.1708984
20.543,298.7187,0.1992188
20.55,302.7031,0.2185059
20.556,306.875,0.2370605
20.563,311.1719,0.253418
20.569,315.0937,0.270752
20.576,323.875,0.2910156
20.583,324.1562,0.3139648
20.589,327.7031,0.3349609
20.595,330.9531,0.3647461
20.602,333.7188,0.4035645
20.608,336.9219,0.4453125
20.615,339.7969,0.5053711
20.621,341.7812,0.5725098
20.637,340.6094,0.737793
20.643,339.8906,0.8017578
20.65,339.25,0.8535156
20.656,337.9375,0.8850098
20.663,336.25,0.9082031
20.669,335.0156,0.916748
20.676,334.9375,0.9138184
20.682,335.8125,0.9060059
20.688,337.3281,0.895752
20.695,338.7187,0.888916
20.701,340.1562,0.8886719
20.708,340.9375,0.894043
20.714,342.0,0.9064941
20.721,343.9531,0.9228516
20.727,347.2656,0.9377441
20.734,350.75,0.958252
20.74,353.7812,0.9836426
20.746,355.6562,1.014648
20.753,357.75,1.042969
20.759,360.1406,1.076416
20.766,362.2969,1.104492
20.772,364.8594,1.121094
20.781,368.7187,1.141113
20.788,372.5781,1.15918
20.795,375.1719,1.186035
20.801,377.5937,1.213623
20.807,379.5,1.250488
20.814,380.8437,1.288574
20.82,381.8906,1.318848
20.827,381.8594,1.348145
20.833,381.4375,1.369385
20.839,380.9062,1.387695
20.846,379.6875,1.405762
20.852,377.8125,1.430176
20.859,375.9531,1.450195
20.865,373.1875,1.456543
20.871,370.0938,1.450195
20.878,367.625,1.433105
20.884,364.7656,1.414551
20.89,362.2187,1.389404
20.897,356.1875,1.361816
20.903,357.5312,1.336914
20.91,354.7031,1.305176
20.916,352.2969,1.272705
20.922,350.7031,1.242432
20.929,348.8125,1.2229
20.935,346.3437,1.212158
20.942,343.7187,1.216553
20.948,340.0,1.227783
20.954,335.9219,1.242188
20.961,328.4531,1.248047
20.967,327.5781,1.241455
20.974,322.1406,1.216553
20.98,316.6875,1.173828
20.986,312.3437,1.119141
20.993,307.9531,1.071289
20.999,304.5,1.018799
21.006,301.7656,0.9790039
21.012,298.0781,0.9562988
21.018,293.5312,0.9404297
21.025,288.6562,0.9309082
21.031,284.9531,0.9204102
21.038,280.9375,0.9069824
21.047,275.25,0.8693848
21.054,269.7969,0.831543
21.061,265.9375,0.7827148
21.067,262.0937,0.7355957
21.073,259.4531,0.6760254
21.08,258.2813,0.6166992
21.086,258.0,0.560791
21.093,258.1094,0.520752
21.099,258.7031,0.4890137
21.106,259.1406,0.4838867
21.112,258.8594,0.5107422
21.119,257.4375,0.5556641
21.125,254.3594,0.6245117
21.131,249.4375,0.6938477
21.138,244.0,0.7512207
21.144,236.0312,0.7873535
21.151,226.6875,0.8190918
21.159,214.8125,0.8483887
21.165,205.9219,0.8730469
21.171,193.9688,0.8962402
21.178,180.0937,0.9089355
21.184,166.25,0.9108887
21.191,155.75,0.8994141
21.197,144.1562,0.885498
21.204,132.9375,0.8725586
21.219,103.875,0.8781738
21.226,91.32813,0.892334
21.232,78.92188,0.9118652
21.239,68.35938,0.9382324
21.245,54.78125,0.9663086
21.252,39.84375,1.006836
21.258,27.04688,1.050537
21.264,11.89062,1.085693
21.271,-3.421875,1.125488
21.277,-19.0,1.161865
21.284,-32.34375,1.195068
21.29,-49.09375,1.2229
21.296,-66.29688,1.259521
21.303,-80.96875,1.301514
21.309,-99.14063,1.341553
21.316,-117.9531,1.395508
21.368,-243.4062,1.531494
21.375,-251.9531,1.431152
21.381,-256.3594,1.277588
21.388,-258.4375,1.110352
21.394,-254.0156,0.8740234
21.401,-241.5781,0.6174316
21.407,-225.8125,0.3640137
21.413,-202.3438,0.1723633
21.42,-174.9531,-0.01757813
21.426,-145.6406,-0.154541
21.433,-118.0625,-0.2355957
21.439,-86.42188,-0.260498
21.446,-55.54688,-0.2387695
21.452,-25.75,-0.1608887
21.459,-2.734375,-0.03076172
21.465,20.79688,0.114502
21.472,39.42188,0.3325195
21.478,53.82813,0.5944824
21.484,62.51563,0.8898926
21.491,68.21875,1.149414
21.497,68.15625,1.45459
21.504,63.29688,1.732178
21.51,51.54687,1.991455
21.516,34.5,2.11499
21.523,14.29688,2.241943
21.529,-3.5625,2.303467
21.536,-25.29688,2.298096
21.542,-47.04688,2.226074
21.548,-64.39063,2.105225
21.555,-83.73438,1.990723
21.561,-102.0156,1.858154
21.568,-116.5313,1.736816
21.574,-132.875,1.579346
21.58,-146.8281,1.53125
21.587,-157.3125,1.418701
21.593,-163.1406,1.297363
21.6,-168.0,1.186523
21.606,-171.4531,1.043701
21.612,-173.0937,0.9008789
21.622,-170.8906,0.7368164
21.629,-165.8594,0.6455078
21.635,-159.7656,0.5786133
21.642,-154.8594,0.5236816
21.648,-148.8594,0.4667969
21.655,-141.2031,0.4123535
21.661,-131.9531,0.3374023
21.667,-123.5,0.2570801
21.674,-113.125,0.1303711
21.68,-102.4531,0.1274414
21.687,-91.0,0.07958984
21.693,-76.71875,0.04785156
21.7,-68.5625,0.03173828
21.706,-56.96875,0.02563477
21.713,-46.07812,0.03466797
21.719,-37.76562,0.05639648
21.726,-29.3125,0.07861328
21.732,-22.15625,0.1044922
21.738,-15.21875,0.1257324
21.745,-10.3125,0.1428223
21.751,-4.96875,0.1550293
21.758,0.90625,0.1672363
21.764,6.984375,0.1757813
21.771,10.85938,0.1789551
21.778,13.95313,0.1772461
21.785,15.20313,0.1730957
21.791,15.9375,0.1662598
21.798,16.70313,0.157959
21.804,17.73438,0.1484375
21.811,20.01563,0.1391602
21.817,23.51563,0.126709
21.823,27.64063,0.112793
21.839,32.03125,0.08007813
21.846,30.92188,0.06738281
21.852,31.28125,0.05493164
21.859,34.40625,0.04272461
21.865,38.17188,0.0234375
21.872,40.90625,-0.001220703
21.878,44.04687,-0.02856445
21.888,48.73437,-0.06225586
21.894,52.03125,-0.0793457
21.901,55.21875,-0.09155273
21.907,57.95312,-0.1040039
21.914,61.45313,-0.1157227
21.92,65.125,-0.1289063
21.927,68.71875,-0.1374512
21.933,72.26563,-0.142334
21.94,77.125,-0.1472168
21.946,81.67188,-0.1584473
21.952,85.17188,-0.177002
21.959,87.43751,-0.1992188
21.965,90.67187,-0.217041
21.972,95.375,-0.2319336
21.978,100.1562,-0.237793
21.985,105.4688,-0.2365723
21.991,110.1094,-0.2329102
21.998,114.8594,-0.2277832
22.004,118.3906,-0.2219238
22.01,122.125,-0.2141113
22.017,125.75,-0.2060547
22.023,129.0469,-0.1948242
22.03,132.0781,-0.1843262
22.036,136.0,-0.177002
22.043,139.7187,-0.1694336
22.049,143.1719,-0.1621094
22.056,146.0312,-0.1530762
22.062,149.375,-0.1430664
22.068,152.4687,-0.128418
22.075,154.6094,-0.1108398
22.081,155.3281,-0.09179688
22.088,156.2344,-0.07666016
22.094,158.3594,-0.0625
22.101,160.9844,-0.05639648
22.107,162.9219,-0.05834961
22.114,164.8906,-0.06274414
22.12,166.7656,-0.06567383
22.126,168.8437,-0.06274414
22.133,171.0938,-0.05517578
22.142,175.0781,-0.03857422
22.149,176.5312,-0.01904297
22.156,177.6875,0.004638672
22.162,178.6562,0.02929688
22.169,179.2656,0.04663086
22.175,179.4219,0.06005859
22.181,179.125,0.06396484
22.188,179.4063,0.06176758
22.194,181.5625,0.05834961
22.201,184.7031,0.05517578
22.207,187.6094,0.0534668
22.214,190.1094,0.05224609
22.22,193.6875,0.05053711
22.227,197.7188,0.046875
22.233,201.7187,0.0402832
22.239,205.1719,0.02856445
22.246,209.9844,0.01293945
22.252,215.8281,-0.01318359
22.259,222.4531,-0.04467773
22.265,228.6406,-0.07543945
22.272,237.0469,-0.09765625
22.278,246.3906,-0.1174316
22.285,256.6406,-0.130127
22.291,265.8281,-0.1367188
22.297,277.3281,-0.1386719
22.304,288.9844,-0.1384277
22.31,302.9531,-0.1352539
22.317,311.3125,-0.1286621
22.323,324.0,-0.121582
22.33,336.8594,-0.111084
22.336,347.6406,-0.09765625
22.342,360.8281,-0.08129883
22.349,374.0781,-0.04956055
22.355,387.2969,0.0002441406
22.363,399.9531,0.08520508
22.369,411.5,0.1621094
22.376,422.125,0.2709961
22.382,429.8906,0.3967285
22.435,426.2187,1.426025
22.442,417.0469,1.506104
22.449,406.5469,1.575439
22.455,394.9219,1.626953
22.471,366.4219,1.675049
22.477,352.3438,1.672363
22.484,345.1094,1.656494
22.49,334.9844,1.631592
22.497,326.2344,1.58667
22.503,320.3594,1.525391
22.509,315.0156,1.460938
22.516,311.2187,1.368652
22.522,309.5937,1.268066
22.529,310.3906,1.185303
22.535,314.1094,1.093506
22.541,318.7656,1.012451
22.548,325.7813,0.9533691
22.554,334.3906,0.8930664
22.561,344.375,0.8444824
22.567,353.5937,0.8078613
22.573,365.2812,0.7873535
22.58,376.8594,0.7770996
22.586,387.7656,0.7897949
22.593,396.0625,0.8312988
22.599,404.6719,0.8898926
22.606,411.6875,0.9846191
22.612,416.0,1.094971
22.618,418.7187,1.202881
22.625,418.5156,1.281006
22.631,415.8281,1.359619
22.638,412.1094,1.425781
22.644,406.0,1.470947
22.65,398.4844,1.51001
22.657,391.4844,1.527588
22.663,382.2344,1.524902
22.67,372.3281,1.503906
22.676,360.0625,1.472656
22.682,354.375,1.44458
22.689,344.7344,1.412354
22.695,334.8125,1.383301
22.705,320.5156,1.350586
22.711,309.5781,1.326172
22.718,299.2969,1.293457
22.724,291.125,1.248779
22.731,281.5938,1.192383
22.737,272.8437,1.137451
22.743,266.1094,1.067383
22.75,261.6562,1.0
22.756,256.3906,0.9511719
22.763,251.125,0.9008789
22.769,247.375,0.8500977
22.775,244.2812,0.7851563
22.782,243.1406,0.7138672
22.788,244.1406,0.6098633
22.795,246.6719,0.4975586
22.801,251.9531,0.4111328
22.808,258.9844,0.3334961
22.814,266.0,0.2998047
22.821,270.8125,0.3166504
22.827,275.1406,0.3691406
22.833,277.8125,0.4699707
22.84,277.5,0.5891113
22.846,274.375,0.7038574
22.853,268.0625,0.7873535
22.859,259.625,0.8686523
22.866,249.5312,0.9274902
22.872,239.75,0.9631348
22.878,226.1719,0.9763184
22.885,211.9375,0.9755859
22.891,196.4375,0.9643555
22.898,187.4687,0.9521484
22.904,175.3281,0.9443359
22.911,162.9844,0.9350586
22.917,152.1406,0.9216309
22.923,139.2031,0.90625
22.93,126.3594,0.8864746
22.936,113.0469,0.8737793
22.943,102.0625,0.8730469
22.949,89.39063,0.8818359
22.956,76.8125,0.9030762
22.962,63.90625,0.9387207
22.972,46.0625,1.009277
22.978,31.90625,1.071533
22.985,16.6875,1.136719
22.993,-2.484375,1.220459
22.999,-19.89063,1.295654
23.006,-38.34375,1.359863
23.012,-54.28125,1.399658
23.019,-73.35938,1.413818
23.025,-91.875,1.418213
23.031,-106.6563,1.42334
23.038,-123.9844,1.437988
23.054,-164.4063,1.559082
23.06,-180.9062,1.603271
23.066,-196.0938,1.631836
23.073,-207.6875,1.623535
23.079,-219.5313,1.584229
23.086,-228.5938,1.500244
23.092,-233.6406,1.384521
23.098,-236.25,1.209717
23.105,-234.9844,1.125977
23.111,-230.7031,0.9748535
23.118,-224.2031,0.8259277
23.124,-211.4687,0.7062988
23.131,-193.2031,0.5693359
23.137,-171.1563,0.440918
23.143,-151.3906,0.3293457
23.15,-127.5312,0.2590332
23.156,-103.9063,0.2155762
23.163,-80.125,0.2243652
23.169,-60.57813,0.2866211
23.176,-38.84375,0.3813477
23.182,-20.71875,0.5478516
23.189,-5.453125,0.7631836
23.195,-0.515625,1.003174
23.201,3.390625,1.204834
23.208,2.09375,1.435303
23.214,-2.484375,1.646729
23.221,-10.6875,1.804688
23.227,-20.71875,1.967041
23.233,-35.10937,2.087402
23.243,-54.5,2.154297
23.25,-72.98438,2.125488
23.256,-92.51563,2.042725
23.262,-107.1719,1.931641
23.269,-121.7812,1.834717
23.275,-134.625,1.723145
23.282,-144.8594,1.616699
23.288,-155.8125,1.510254
23.294,-164.2188,1.419189
23.301,-169.9219,1.307861
23.307,-172.875,1.198242
23.314,-174.7031,1.106934
23.32,-174.4375,0.9924316
23.326,-172.2812,0.8688965
23.333,-168.0469,0.7617188
23.339,-163.0781,0.635498
23.346,-157.5781,0.5195313
23.352,-152.3906,0.4211426
23.359,-145.5469,0.3557129
23.365,-136.5156,0.2978516
23.371,-125.7031,0.2626953
23.378,-116.25,0.2492676
23.384,-104.1406,0.2526855
23.391,-91.65626,0.2668457
23.397,-82.92188,0.2817383
23.404,-75.60937,0.2873535
23.41,-69.8125,0.2824707
23.416,-63.73437,0.2663574
23.423,-58.42187,0.2412109
23.429,-52.26563,0.2155762
23.436,-46.04688,0.1821289
23.442,-39.23438,0.1496582
23.449,-33.28125,0.1223145
23.455,-26.3125,0.1066895
23.462,-19.32813,0.1003418
23.468,-12.46875,0.1079102
23.474,-7.34375,0.1257324
23.481,-2.171875,0.1447754
23.487,2.15625,0.1665039
23.543,18.10938,0.1589355
23.55,18.32813,0.1411133
23.556,18.1875,0.1325684
23.562,19.28125,0.1279297
23.569,21.42188,0.1257324
23.575,22.45312,0.1223145
23.582,22.70313,0.1166992
23.588,23.28125,0.1071777
23.595,24.35938,0.09350586
23.601,25.07813,0.07250977
23.608,25.64063,0.04858398
23.615,26.35937,0.008789063
23.621,27.46875,-0.0234375
23.628,29.57813,-0.04394531
23.634,32.26563,-0.05786133
23.641,35.20313,-0.0625
23.647,37.45312,-0.06005859
23.654,38.75,-0.0546875
23.66,39.42188,-0.04736328
23.676,45.15625,-0.05004883
23.682,46.76563,-0.06176758
23.689,47.07813,-0.07470703
23.695,47.89063,-0.08325195
23.702,49.5625,-0.0847168
23.708,52.09375,-0.07861328
23.715,54.54688,-0.06762695
23.721,57.28125,-0.05737305
23.727,59.45313,-0.04760742
23.734,60.17188,-0.04248047
23.74,60.23438,-0.04199219
23.747,61.10938,-0.04541016
23.753,62.71875,-0.05151367
23.76,64.75,-0.06396484
23.766,66.75,-0.07714844
23.773,69.5,-0.07788086
23.779,72.54688,-0.07055664
23.786,75.875,-0.06616211
23.792,78.59375,-0.06689453
23.802,81.67188,-0.06591797
23.808,82.43751,-0.05615234
23.815,83.625,-0.04077148
23.821,85.25001,-0.03027344
23.828,87.78125,-0.03125
23.834,89.84375,-0.04052734
23.841,91.84375,-0.05981445
23.847,95.21875,-0.08007813
23.853,98.82813,-0.09863281
23.86,102.8906,-0.1140137
23.866,107.0469,-0.1308594
23.873,115.4844,-0.1433105
23.879,117.8281,-0.1513672
23.886,123.9844,-0.1586914
23.892,129.75,-0.1728516
23.899,134.4375,-0.1938477
23.905,140.2031,-0.2141113
23.911,146.3437,-0.2404785
23.918,153.25,-0.2685547
23.924,159.9375,-0.2983398
23.931,169.3125,-0.3242188
23.937,179.5,-0.3549805
23.944,189.8438,-0.3850098
23.95,198.9219,-0.4152832
23.956,210.8906,-0.4416504
23.963,223.8437,-0.473877
23.969,237.2031,-0.505127
23.976,248.7344,-0.5354004
23.982,263.5781,-0.5605469
23.989,279.4531,-0.5898438
23.995,293.2031,-0.6157227
24.001,309.875,-0.6381836
24.008,326.7812,-0.6550293
24.014,344.2812,-0.6757813
24.021,359.4375,-0.6987305
24.027,378.125,-0.7185059
24.034,397.4062,-0.7402344
24.04,417.5468,-0.7570801
24.05,445.1719,-0.7700195
24.056,466.4688,-0.7727051
24.063,488.4687,-0.7692871
24.069,511.0625,-0.7543945
24.076,-512.0,-0.7207031
24.082,-512.0,-0.6567383
24.089,-512.0,-0.5705566
24.095,-512.0,-0.4147949
24.102,-512.0,-0.1940918
24.108,-512.0,0.08325195
24.115,-512.0,0.34375
24.121,-512.0,0.6767578
24.127,-512.0,1.026367
24.134,-512.0,1.394531
24.14,-512.0,1.718994
24.147,-512.0,2.118896
24.153,-512.0,2.497559
24.159,-512.0,2.760986
24.166,-512.0,2.971191
24.172,494.8594,3.030029
24.179,461.1094,2.93335
24.185,425.2031,2.766357
24.192,392.4219,2.532227
24.2,358.2187,2.309326
24.206,331.6875,2.198486
24.212,311.0469,2.144531
24.219,287.2656,2.119141
24.225,264.0,2.095459
24.232,241.5469,2.068604
24.238,225.9375,2.032227
24.244,209.1406,1.946045
24.26,187.4375,1.445557
24.267,191.2812,1.13208
24.273,200.7031,0.8205566
24.28,217.625,0.5314941
24.286,239.2187,0.3823242
24.293,264.1562,0.2338867
24.299,286.3594,0.1333008
24.305,314.0937,0.07617188
24.312,342.6406,0.03808594
24.318,371.2656,0.04150391
24.325,394.3594,0.09912109
24.334,431.4375,0.2734375
24.341,451.4843,0.4743652
24.347,467.0625,0.7216797
24.354,476.1562,0.9963379
24.36,481.8281,1.294678
24.367,481.4531,1.508789
24.373,472.5625,1.764893
24.38,465.6406,1.983643
24.386,450.4375,2.122314
24.392,432.0938,2.222412
24.399,415.2031,2.244873
24.405,394.0156,2.20874
24.412,372.875,2.11499
24.418,352.25,1.989746
24.424,337.9687,1.81665
24.431,321.5,1.75293
24.437,306.4844,1.641846
24.444,294.9062,1.549072
24.45,281.9531,1.484619
24.456,270.0,1.41626
24.463,260.7188,1.347656
24.469,250.5,1.283691
24.476,241.5156,1.195313
24.482,233.9062,1.094238
24.488,228.7812,0.9829102
24.495,224.8281,0.8837891
24.501,223.6406,0.7609863
24.508,224.2344,0.6401367
24.514,226.5781,0.5292969
24.521,230.8125,0.4511719
24.527,236.7656,0.3798828
24.533,242.3281,0.3339844
24.54,249.1875,0.3100586
24.546,256.3906,0.2932129
24.553,263.9844,0.2875977
24.559,270.625,0.3005371
24.566,278.7031,0.3327637
24.572,285.3594,0.4047852
24.578,288.4531,0.5107422
24.585,287.7031,0.6350098
24.594,280.0625,0.7897949
24.648,191.625,0.9768066
24.654,178.5937,0.982666
24.661,165.6094,0.9750977
24.667,152.125,0.9558105
24.674,139.8438,0.9299316
24.68,124.8438,0.9064941
24.687,111.0,0.8820801
24.693,98.65625,0.869873
24.699,89.21875,0.8771973
24.706,77.92188,0.8994141
24.712,65.64063,0.939209
24.719,52.125,0.9831543
24.725,39.875,1.03125
24.732,24.0,1.083496
24.738,6.28125,1.164063
24.744,-9.453125,1.255859
24.751,-28.57813,1.329346
24.757,-48.0,1.40332
24.764,-68.625,1.457031
24.77,-86.28125,1.493896
24.776,-107.1094,1.516357
24.783,-128.0937,1.536865
24.789,-145.3437,1.550049
24.796,-164.9219,1.552246
24.802,-182.9531,1.541504
24.808,-198.9219,1.518555
24.815,-210.7344,1.489746
24.821,-224.6875,1.467773
24.828,-236.875,1.449951
24.834,-244.875,1.436768
24.841,-248.9219,1.414307
24.847,-251.7969,1.315186
24.854,-252.9531,1.302734
24.86,-252.25,1.182129
24.866,-249.1875,1.005859
24.873,-240.1094,0.8190918
24.889,-196.6406,0.2451172
24.895,-169.9531,0.04638672
24.902,-139.4531,-0.09472656
24.908,-104.7344,-0.1662598
24.918,-64.59375,-0.1411133
24.925,-34.48437,-0.03686523
24.931,-8.328125,0.1279297
24.938,13.09375,0.3405762
24.944,31.48438,0.5900879
24.95,40.17188,0.8198242
24.957,46.98438,1.112549
24.963,47.625,1.404053
24.97,43.73437,1.670898
24.976,33.6875,1.863525
24.982,18.20313,2.050293
24.989,2.34375,2.177246
24.995,-18.64063,2.228271
25.002,-40.79688,2.219727
25.008,-63.5,2.142578
25.014,-80.3125,2.019775
25.021,-98.79687,1.903076
25.027,-115.3594,1.765137
25.034,-127.7656,1.64209
25.04,-140.7969,1.554443
25.046,-152.0156,1.467773
25.053,-160.4531,1.395996
25.059,-169.7969,1.340088
25.066,-178.7656,1.265869
25.072,-186.1719,1.175049
25.078,-189.625,1.064697
25.085,-190.4687,0.9619141
25.091,-189.0469,0.8356934
25.098,-187.2812,0.7163086
25.104,-185.4844,0.6123047
25.111,-181.75,0.5397949
25.117,-176.0625,0.4692383
25.124,-168.9219,0.4104004
25.13,-162.0625,0.3549805
25.136,-153.0937,0.3078613
25.143,-143.4375,0.2507324
25.149,-135.2188,0.1950684
25.156,-125.3125,0.151123
25.162,-114.7031,0.1022949
25.172,-99.73437,0.04174805
25.178,-84.67188,0.01147461
25.185,-78.34375,-0.01171875
25.191,-68.28125,-0.02661133
25.198,-58.0625,-0.0402832
25.204,-48.07813,-0.04882813
25.211,-39.625,-0.05200195
25.217,-29.26563,-0.05151367
25.224,-19.34375,-0.04711914
25.23,-10.90625,-0.03833008
25.237,-5.078125,-0.02490234
25.243,1.6875,-0.01025391
25.25,8.65625,0.008789063
25.256,14.53125,0.02587891
25.262,18.45313,0.03955078
25.269,23.20313,0.04785156
25.275,28.39063,0.05419922
25.282,33.46875,0.05615234
25.288,37.0625,0.05395508
25.295,40.0625,0.05004883
25.301,41.73438,0.04101563
25.308,43.67188,0.02416992
25.314,46.23437,-0.0004882813
25.32,50.375,-0.02392578
25.327,54.8125,-0.04858398
25.333,59.0625,-0.0637207
25.34,61.82813,-0.06762695
25.346,64.96875,-0.06469727
25.353,69.01563,-0.05957031
25.359,73.26562,-0.05688477
25.366,75.95313,-0.05810547
25.372,78.64063,-0.06054688
25.379,81.82813,-0.06445313
25.385,84.4375,-0.06835938
25.392,86.5625,-0.07275391
25.398,89.84375,-0.0769043
25.407,95.9375,-0.08496094
25.416,101.3281,-0.09545898
25.423,103.6562,-0.1018066
25.429,106.0469,-0.1049805
25.436,109.3437,-0.1049805
25.442,113.0,-0.09912109
25.449,115.8906,-0.08813477
25.455,119.0938,-0.07788086
25.471,125.2187,-0.06494141
25.478,127.1719,-0.06665039
25.484,128.7344,-0.06860352
25.49,130.25,-0.06811523
25.497,131.9375,-0.06616211
25.503,134.6094,-0.0637207
25.51,137.6094,-0.06079102
25.516,140.4688,-0.05761719
25.523,142.6875,-0.0534668
25.529,144.6562,-0.04858398
25.536,146.0312,-0.04101563
25.542,147.2188,-0.03393555
25.548,148.6094,-0.03173828
25.555,150.9844,-0.03417969
25.561,153.5312,-0.03979492
25.568,159.6094,-0.04614258
25.574,158.3594,-0.05322266
25.581,161.8906,-0.05981445
25.587,165.6094,-0.06616211
25.594,168.7969,-0.06616211
25.6,173.0312,-0.05834961
25.606,177.7031,-0.04833984
25.613,182.1562,-0.03613281
25.619,185.5312,-0.02758789
25.626,189.25,-0.02441406
25.632,193.1406,-0.02709961
25.639,197.7656,-0.03686523
25.645,202.4531,-0.05273438
25.651,208.8281,-0.06738281
25.658,215.3906,-0.08398438
25.664,222.4219,-0.09863281
25.72,299.8594,-0.1523438
25.727,308.6875,-0.1604004
25.734,322.2812,-0.1601563
25.74,330.1094,-0.151123
25.747,341.9219,-0.1374512
25.753,353.3281,-0.1130371
25.76,366.4844,-0.07983398
25.766,373.1719,-0.03979492
25.772,383.6875,-0.004394531
25.779,394.2031,0.03759766
25.785,407.1094,0.0793457
25.792,413.7813,0.1276855
25.798,423.7187,0.1816406
25.805,432.4375,0.2717285
25.811,438.75,0.3920898
25.818,444.9531,0.5400391
25.824,448.9844,0.6782227
25.83,450.1875,0.8503418
25.837,449.2343,1.015381
25.843,446.2344,1.138184
25.85,441.3281,1.259766
25.856,435.7187,1.353271
25.862,427.3593,1.414063
25.869,417.8906,1.474854
25.875,407.875,1.531006
25.882,399.0625,1.586182
25.888,387.7344,1.631104
25.894,375.4844,1.679688
25.901,365.1875,1.717041
25.907,353.4531,1.733398
