second,xyz[4],xyz[1]
6.524,132.9531,0.4902344
6.532,132.7969,0.4904785
6.538,132.4687,0.4902344
6.545,132.5938,0.4904785
6.551,132.4219,0.4907227
6.558,131.9687,0.4907227
6.564,131.3281,0.4907227
6.571,131.1875,0.4902344
6.577,131.7344,0.489502
6.583,132.5781,0.4890137
6.599,132.2969,0.4907227
6.606,133.4219,0.4916992
6.612,134.4844,0.4921875
6.622,134.1875,0.4924316
6.629,133.7188,0.4926758
6.635,133.7031,0.4931641
6.642,134.0312,0.4934082
6.648,134.25,0.4934082
6.654,133.9531,0.4931641
6.661,133.3125,0.4931641
6.667,133.0156,0.4929199
6.674,133.0,0.4929199
6.68,133.0938,0.4931641
6.687,133.375,0.4938965
6.693,133.5781,0.4941406
6.699,133.1719,0.4931641
6.706,132.1563,0.4914551
6.712,131.1875,0.4904785
6.719,131.5469,0.4899902
6.725,132.6719,0.4897461
6.732,133.2187,0.4892578
6.738,133.2656,0.4892578
6.744,133.0625,0.4897461
6.751,132.7187,0.4902344
6.757,132.5938,0.4909668
6.764,132.8125,0.4914551
6.77,133.1094,0.4912109
6.777,133.2187,0.4902344
6.783,132.8437,0.4892578
6.789,132.2031,0.4887695
6.796,132.1406,0.489502
6.802,132.2969,0.4904785
6.809,132.4062,0.4914551
6.815,132.7812,0.4926758
6.822,133.1875,0.4931641
6.828,133.3125,0.4934082
6.834,133.2031,0.4938965
6.841,133.2656,0.4936523
6.847,133.5312,0.4924316
6.854,133.8594,0.4909668
6.86,134.125,0.4902344
6.867,133.9062,0.4904785
6.873,133.5,0.4912109
6.879,132.9219,0.4912109
6.886,132.4219,0.4916992
6.941,132.5312,0.4880371
6.948,132.6563,0.4880371
6.955,132.9375,0.4887695
6.961,133.5469,0.4897461
6.968,133.8906,0.4899902
6.974,133.6406,0.4897461
6.98,133.3281,0.4907227
6.987,133.5,0.4919434
6.993,133.75,0.4914551
7.0,133.4062,0.4885254
7.006,132.4844,0.4865723
7.013,131.9375,0.4882813
7.019,132.25,0.4929199
7.025,132.9062,0.4951172
7.032,133.4219,0.4951172
7.038,133.375,0.4960938
7.045,133.2656,0.4987793
7.051,133.3281,0.5009766
7.058,133.5938,0.5021973
7.064,133.9687,0.505127
7.07,134.1563,0.5109863
7.077,133.8594,0.5161133
7.083,133.4687,0.5266113
7.09,133.125,0.5581055
7.096,132.5,0.6171875
7.103,130.7344,0.6777344
7.109,128.375,0.7453613
7.116,125.8594,0.7939453
7.122,123.4375,0.8212891
7.128,119.6875,0.8339844
7.135,114.9063,0.8439941
7.141,109.8281,0.8530273
7.148,105.9687,0.8613281
7.154,101.6094,0.8659668
7.161,96.85938,0.8662109
7.167,90.98437,0.8588867
7.174,83.90625,0.8400879
7.181,77.85938,0.8041992
7.187,74.54688,0.7512207
7.194,71.9375,0.6870117
7.2,69.60938,0.6330566
7.21,67.21875,0.5617676
7.216,66.90625,0.5424805
7.223,67.0625,0.5356445
7.239,66.875,0.5280762
7.245,66.45313,0.427002
7.252,67.40625,0.3686523
7.258,68.75,0.2993164
7.265,70.3125,0.2412109
7.271,73.0625,0.2001953
7.277,76.59375,0.1806641
7.284,80.75,0.1745605
7.29,84.65625,0.1865234
7.297,89.00001,0.2077637
7.303,92.5625,0.2373047
7.31,95.625,0.2575684
7.316,97.875,0.2607422
7.322,100.4219,0.2541504
7.329,103.1875,0.2441406
7.335,106.7344,0.2363281
7.342,110.0937,0.2341309
7.348,113.875,0.2390137
7.355,116.8281,0.2570801
7.361,118.8594,0.2890625
7.368,119.8437,0.3312988
7.374,120.7344,0.3693848
7.38,121.7344,0.4125977
7.387,122.625,0.4462891
7.393,123.2031,0.4689941
7.4,122.7344,0.4812012
7.406,121.6406,0.487793
7.413,120.7812,0.4853516
7.419,120.1563,0.4758301
7.425,119.1875,0.4597168
7.432,117.8906,0.4433594
7.438,116.9844,0.4287109
7.445,117.2344,0.4182129
7.451,119.3125,0.4077148
7.458,122.0625,0.401123
7.464,123.7656,0.4016113
7.471,125.0156,0.409668
7.477,125.6406,0.4233398
7.483,125.9687,0.4262695
7.493,126.6719,0.4023438
7.5,127.7187,0.369873
7.506,129.625,0.3388672
7.513,131.7187,0.3181152
7.519,133.5938,0.3081055
7.526,136.625,0.3059082
7.532,140.8125,0.3085938
7.538,145.2344,0.3156738
7.545,148.3281,0.3278809
7.551,151.2344,0.3430176
7.558,153.2344,0.3662109
7.564,154.3437,0.3894043
7.571,155.4219,0.409668
7.577,156.4375,0.427002
7.583,156.6875,0.4499512
7.59,156.0938,0.4741211
7.596,154.3594,0.4934082
7.603,151.8906,0.5136719
7.609,149.9062,0.5297852
7.616,148.8125,0.5400391
7.622,147.5937,0.5441895
7.628,145.8281,0.5454102
7.635,143.1719,0.5463867
7.641,140.6406,0.5512695
7.648,137.9844,0.5593262
7.654,135.7031,0.5717773
7.661,133.7656,0.5827637
7.667,130.75,0.5876465
7.673,126.9844,0.5844727
7.68,123.3594,0.5705566
7.686,120.6875,0.5476074
7.693,117.9062,0.5256348
7.699,115.6562,0.5029297
7.706,114.1719,0.4904785
7.712,113.125,0.4921875
7.718,111.6719,0.5029297
7.725,109.2969,0.519043
7.731,105.9844,0.529541
7.738,103.1875,0.5292969
7.744,100.3906,0.5209961
7.751,98.53126,0.4995117
7.757,98.15625,0.4675293
7.767,99.23438,0.4213867
7.774,99.35938,0.388916
7.78,98.625,0.3688965
7.787,98.20313,0.3569336
7.793,99.01563,0.3469238
7.8,100.7656,0.3391113
7.806,102.9844,0.3320313
7.812,105.0469,0.3200684
7.819,107.3906,0.3066406
7.835,113.625,0.3029785
7.841,117.125,0.3076172
7.848,120.5,0.3027344
7.854,125.125,0.2888184
7.861,130.3281,0.265625
7.867,135.0,0.2456055
7.874,138.3906,0.2380371
7.88,142.7031,0.2434082
7.886,147.0781,0.2600098
7.893,150.7813,0.279541
7.899,153.8125,0.2946777
7.906,157.9375,0.3012695
7.912,162.75,0.3015137
7.919,167.0937,0.2946777
7.925,172.3281,0.2832031
7.931,177.1094,0.2739258
7.938,181.3594,0.2695313
7.944,184.3906,0.2768555
7.951,187.4844,0.2924805
7.957,190.6875,0.3212891
7.964,193.75,0.3596191
7.97,196.3125,0.4035645
7.976,199.2813,0.4384766
7.983,201.5938,0.4699707
7.989,202.7031,0.4868164
7.996,203.5,0.4916992
8.002,205.3906,0.4902344
8.009,207.9687,0.4831543
8.015,209.6875,0.4716797
8.021,210.7344,0.4609375
8.028,210.6094,0.458252
8.034,210.1563,0.46875
8.041,210.2344,0.4958496
8.097,206.8437,0.5124512
8.104,206.4844,0.503418
8.11,206.5,0.5083008
8.117,206.8906,0.5192871
8.123,206.5938,0.534668
8.13,204.9375,0.546875
8.136,203.3594,0.5512695
8.142,202.4531,0.546875
8.149,201.9687,0.5351563
8.155,200.9531,0.5212402
8.162,200.1562,0.510498
8.168,200.125,0.5070801
8.175,200.1719,0.5112305
8.181,199.625,0.5234375
8.188,198.9219,0.5388184
8.194,198.1875,0.5495605
8.2,197.6406,0.5556641
8.207,196.8594,0.5539551
8.213,195.5313,0.5507813
8.22,194.0156,0.552002
8.226,192.6562,0.5632324
8.233,191.4063,0.5817871
8.239,189.375,0.598877
8.245,186.5312,0.6179199
8.252,182.7031,0.6340332
8.258,179.0312,0.6447754
8.265,174.875,0.6459961
8.271,171.2812,0.6364746
8.278,168.375,0.6201172
8.284,166.2656,0.6069336
8.29,163.3281,0.6040039
8.297,160.2344,0.607666
8.303,157.9375,0.611084
8.31,155.2187,0.6071777
8.316,152.0,0.5976563
8.323,148.4844,0.5817871
8.329,145.9375,0.564209
8.335,143.5313,0.5483398
8.342,141.7656,0.5263672
8.348,140.1875,0.5019531
8.355,139.0469,0.482666
8.361,137.9062,0.4775391
8.371,136.3281,0.4987793
8.378,134.4219,0.5222168
8.384,132.75,0.5375977
8.39,130.375,0.5385742
8.397,128.3437,0.5275879
8.403,126.9219,0.5087891
8.411,126.1406,0.4868164
8.418,126.1562,0.4729004
8.424,126.4844,0.4645996
8.43,126.5469,0.4602051
8.437,125.9531,0.4667969
8.443,125.0625,0.4875488
8.45,123.75,0.5126953
8.456,121.375,0.5444336
8.463,118.2812,0.5725098
8.479,110.6719,0.6240234
8.485,108.9375,0.6411133
8.491,105.9687,0.6508789
8.498,101.7187,0.6560059
8.504,96.6875,0.6535645
8.511,92.95313,0.6428223
8.517,89.73437,0.6274414
8.524,87.0625,0.6057129
8.53,83.73438,0.5891113
8.536,81.18751,0.5854492
8.543,79.9375,0.59375
8.549,79.65625,0.6108398
8.556,78.64063,0.623291
8.562,76.125,0.628418
8.569,73.51563,0.6291504
8.575,71.625,0.6240234
8.581,70.70313,0.6113281
8.588,69.70313,0.5917969
8.594,68.96875,0.5549316
8.601,69.07813,0.5085449
8.607,70.42188,0.458252
8.614,73.96875,0.4199219
8.62,78.75,0.3828125
8.626,83.14063,0.3581543
8.633,85.98437,0.3442383
8.639,89.65625,0.3371582
8.646,94.14063,0.3293457
8.655,100.9219,0.3115234
8.662,106.0625,0.2883301
8.668,110.875,0.2717285
8.675,115.4531,0.2570801
8.681,119.7187,0.2507324
8.688,123.8281,0.2514648
8.694,129.8125,0.2568359
8.701,136.1719,0.2670898
8.707,140.7344,0.2792969
8.714,144.6406,0.2932129
8.72,147.3906,0.3098145
8.726,149.9531,0.3293457
8.733,152.25,0.3417969
8.739,155.6406,0.347168
8.746,159.4375,0.3554688
8.752,162.8438,0.3759766
8.759,164.5781,0.4172363
8.765,164.2969,0.4616699
8.771,161.8437,0.5041504
8.778,159.5625,0.5124512
8.784,158.5469,0.4875488
8.791,158.125,0.4604492
8.797,158.3125,0.4411621
8.804,157.9844,0.439209
8.81,156.4531,0.4401855
8.816,154.6406,0.4384766
8.823,153.3906,0.434082
8.829,152.7344,0.4333496
8.836,151.7656,0.4406738
8.842,150.1406,0.4614258
8.849,147.75,0.4858398
8.855,145.7344,0.5004883
8.862,144.2656,0.5019531
8.868,143.5,0.4956055
8.874,142.2187,0.489502
8.881,140.5937,0.4904785
8.887,138.5625,0.560791
8.894,136.7656,0.5136719
8.9,135.1875,0.5317383
8.907,133.9062,0.5524902
8.913,132.125,0.5732422
8.923,128.8906,0.6174316
8.929,126.6562,0.642334
8.936,125.6562,0.6552734
8.942,124.4375,0.6550293
8.949,122.875,0.6491699
8.955,121.625,0.640625
8.962,121.1094,0.6325684
8.968,120.8125,0.5634766
8.975,120.5781,0.6188965
8.981,120.75,0.6147461
8.987,121.0625,0.6147461
8.994,121.4219,0.6159668
9.0,121.8594,0.6135254
9.007,122.9375,0.6022949
9.014,124.875,0.581543
9.021,127.5937,0.5546875
9.027,130.9219,0.5270996
9.033,133.8281,0.5031738
9.04,137.5312,0.4887695
9.046,141.2656,0.4790039
9.053,144.9844,0.4765625
9.069,147.9687,0.479248
9.075,155.2344,0.5070801
9.082,156.7187,0.529541
9.088,158.2187,0.5500488
9.094,159.7188,0.5734863
9.101,161.0,0.59375
9.107,161.9062,0.6123047
9.114,162.1719,0.6274414
9.12,161.2031,0.6450195
9.127,159.9375,0.6625977
9.133,158.3281,0.6772461
9.139,156.3437,0.6928711
9.146,153.9531,0.7019043
9.152,152.0469,0.7019043
9.159,150.2969,0.6955566
9.165,148.3594,0.6843262
9.172,146.0469,0.6738281
9.178,144.0,0.6672363
9.184,141.6719,0.6635742
9.191,138.8594,0.6586914
9.197,136.4531,0.6523438
9.249,124.6875,0.6103516
9.256,124.0469,0.6052246
9.263,123.125,0.6018066
9.269,121.8125,0.5981445
9.276,120.4219,0.5930176
9.282,118.5313,0.5861816
9.289,117.3437,0.5749512
9.295,117.2187,0.5620117
9.301,117.375,0.550293
9.308,117.9844,0.5427246
9.314,118.7344,0.5349121
9.321,119.2344,0.5256348
9.327,118.6719,0.5134277
9.334,117.7344,0.5026855
9.34,117.7031,0.4929199
9.346,118.7812,0.4875488
9.353,120.9531,0.4863281
9.359,122.9375,0.4875488
9.366,123.9844,0.4902344
9.372,124.0,0.4938965
9.379,123.25,0.498291
9.385,122.4531,0.5053711
9.391,122.3437,0.5136719
9.398,122.9062,0.520752
9.404,124.0781,0.5229492
9.411,124.8125,0.5197754
9.417,125.2344,0.5124512
9.424,125.625,0.5063477
9.43,125.9687,0.5490723
9.437,124.8281,0.7709961
9.443,123.0469,0.8781738
9.449,122.2344,0.7084961
9.456,123.8125,0.4782715
9.462,126.4844,0.3459473
9.469,127.7187,0.4638672
9.475,127.4844,0.5683594
9.482,126.9063,0.564209
9.488,127.1406,0.4899902
9.494,128.1406,0.4816895
9.501,129.6562,0.4973145
9.507,131.0469,0.5048828
9.517,132.2187,0.5285645
9.524,132.1563,0.5290527
9.53,131.7656,0.5219727
9.537,131.7656,0.5136719
9.543,132.0313,0.5078125
9.55,132.3906,0.5146484
9.556,133.0469,0.5297852
9.562,133.5938,0.5424805
9.569,133.0312,0.5429688
9.575,132.4375,0.5410156
9.582,132.5312,0.5432129
9.588,132.8281,0.5507813
9.595,132.7344,0.5576172
9.601,132.3437,0.559082
9.607,132.1875,0.5576172
9.614,132.6094,0.5576172
9.62,133.1406,0.5598145
9.627,133.6563,0.5620117
9.633,134.0469,0.5629883
9.64,134.1094,0.5576172
9.646,133.9375,0.5424805
9.653,133.125,0.5327148
9.659,132.1406,0.5354004
9.666,130.625,0.5422363
9.672,128.9688,0.5375977
9.679,128.5312,0.5092773
9.685,129.3594,0.4719238
9.691,130.5156,0.4484863
9.707,130.8594,0.4274902
9.714,131.7812,0.4223633
9.72,133.5156,0.4179688
9.727,135.2813,0.4196777
9.733,136.875,0.4321289
9.74,137.5937,0.4658203
9.746,137.5,0.5119629
9.752,136.9062,0.552002
9.759,136.25,0.5820313
9.765,135.5312,0.6147461
9.772,134.3594,0.6188965
9.778,133.1719,0.5854492
9.785,131.9062,0.5419922
9.791,130.8281,0.4873047
9.801,131.8125,0.4313965
9.807,134.0,0.4147949
9.814,135.9844,0.4243164
9.82,136.5469,0.4536133
9.827,135.7188,0.487793
9.833,134.7188,0.5227051
9.84,132.9844,0.5556641
9.846,131.0469,0.5837402
9.852,130.2031,0.5759277
9.859,130.7031,0.5383301
9.865,131.9531,0.5002441
9.872,132.8125,0.4631348
9.878,133.0469,0.4453125
9.885,133.2969,0.4458008
9.891,133.5312,0.4611816
9.897,133.5938,0.4833984
9.904,133.8125,0.5097656
9.91,134.1094,0.534668
9.917,134.0937,0.5549316
9.923,133.5156,0.5500488
9.93,132.8906,0.5244141
9.936,132.3594,0.4992676
9.942,132.2656,0.4758301
9.949,132.8437,0.4658203
9.955,133.5156,0.46875
9.962,133.8125,0.4780273
9.968,133.1719,0.4941406
9.975,132.4687,0.5148926
9.981,132.0156,0.5307617
9.987,132.4375,0.5371094
9.994,133.6406,0.5256348
10.0,134.4062,0.5048828
10.007,133.9531,0.4887695
10.013,132.5938,0.4780273
10.02,131.5781,0.4777832
10.026,131.4844,0.4863281
10.032,132.3594,0.498291
10.039,133.375,0.5148926
10.045,133.9687,0.5251465
10.052,134.4219,0.5234375
10.058,134.4531,0.510498
10.068,133.7656,0.4880371
10.074,133.3281,0.482666
10.081,133.5,0.487793
10.087,134.0781,0.4975586
10.094,134.125,0.510498
10.1,133.4844,0.5168457
10.107,132.6719,0.5136719
10.113,132.3594,0.5029297
10.12,132.2187,0.4919434
10.126,132.6094,0.4885254
10.132,133.2969,0.4924316
10.139,134.0469,0.5021973
10.145,134.6563,0.5102539
10.152,134.6406,0.5112305
10.158,133.8125,0.5065918
10.165,133.0156,0.4990234
10.171,132.4531,0.4951172
10.177,131.9062,0.4975586
10.184,131.9219,0.5024414
10.19,132.875,0.5073242
10.197,133.7344,0.5070801
10.203,134.2969,0.5024414
10.21,134.0469,0.498291
10.216,133.5312,0.496582
10.223,133.4375,0.4990234
10.229,133.2969,0.5029297
10.236,132.8281,0.5048828
10.243,132.4219,0.5041504
10.249,131.9375,0.5024414
10.256,132.3125,0.5007324
10.262,133.9219,0.5004883
10.268,135.4219,0.5014648
10.275,136.125,0.5021973
10.281,135.7344,0.5019531
10.297,133.9844,0.4995117
10.304,134.2344,0.5
10.31,134.8594,0.5012207
10.317,135.0469,0.5021973
10.323,134.4219,0.5024414
10.329,133.9844,0.5021973
10.384,135.0312,0.5014648
10.39,134.5,0.5012207
10.397,134.125,0.5014648
10.403,134.2344,0.501709
10.41,134.5469,0.5019531
10.416,134.8125,0.5021973
10.423,134.4375,0.5019531
10.429,133.7812,0.5019531
10.435,133.4687,0.5021973
10.442,133.1406,0.5019531
10.448,132.8594,0.501709
10.455,133.0469,0.5014648
10.461,133.375,0.5014648
10.468,133.2656,0.5014648
10.474,132.4687,0.5021973
10.48,131.3906,0.5029297
10.487,130.7656,0.503418
10.493,131.7344,0.503418
10.5,132.7812,0.5031738
10.506,133.0156,0.5026855
10.513,132.5156,0.5021973
10.519,131.7969,0.501709
10.526,131.6406,0.5012207
10.532,132.2031,0.5007324
10.538,133.375,0.5002441
10.545,134.3281,0.5004883
10.551,134.7344,0.501709
10.558,134.7812,0.5029297
10.564,134.3906,0.503418
10.571,133.6719,0.5031738
10.577,133.0781,0.5024414
10.583,132.9219,0.5021973
10.59,133.4219,0.5019531
10.596,133.8437,0.5024414
10.603,133.9531,0.5029297
10.609,133.7969,0.5029297
10.615,133.5469,0.5024414
10.622,133.5781,0.5019531
10.628,133.3906,0.5014648
10.635,132.9531,0.501709
10.644,133.0625,0.5026855
10.651,133.4687,0.5031738
10.658,134.0937,0.5031738
10.664,134.7031,0.5031738
10.67,135.0625,0.5026855
10.677,134.9219,0.5024414
10.683,134.4687,0.5021973
10.69,133.9375,0.5019531
10.696,133.6719,0.501709
10.703,133.4062,0.5014648
10.709,133.1406,0.5012207
10.715,133.5781,0.5009766
10.722,134.4687,0.5014648
10.728,134.9062,0.5019531
10.735,134.5937,0.5019531
10.741,133.5938,0.501709
10.748,132.4375,0.501709
10.754,131.1562,0.501709
10.76,130.8594,0.501709
10.767,131.4062,0.501709
10.773,132.1406,0.5014648
10.78,132.8906,0.5014648
10.786,133.2344,0.5019531
10.793,133.0469,0.5024414
10.799,132.5,0.5075684
10.805,132.1563,0.5136719
10.812,132.3594,0.513916
10.818,133.0469,0.5053711
10.825,133.9687,0.4938965
10.831,135.2969,0.4880371
10.838,136.125,0.4904785
10.844,135.5156,0.5043945
10.85,134.375,0.519043
10.857,132.9844,0.5229492
10.864,131.7031,0.5109863
10.871,131.2344,0.4890137
10.877,131.8594,0.470459
10.883,132.7656,0.4572754
10.89,133.4687,0.4597168
10.896,134.0625,0.472168
10.906,134.2656,0.5134277
10.913,134.3906,0.5480957
10.929,134.2031,0.5385742
10.935,133.3125,0.5095215
10.941,132.25,0.4916992
10.948,131.6875,0.4846191
10.954,131.7656,0.473877
10.961,131.7969,0.4577637
10.967,131.7187,0.4465332
10.974,131.9844,0.4509277
10.98,133.0469,0.4814453
10.987,134.9375,0.5341797
10.993,136.3594,0.574707
10.999,136.6406,0.5788574
11.006,135.5781,0.5544434
11.012,134.0781,0.5251465
11.019,131.8125,0.5004883
11.025,130.8125,0.4765625
11.032,131.875,0.449707
11.038,133.375,0.4550781
11.044,133.7188,0.5043945
11.051,131.5156,0.6276855
11.057,126.9687,0.8291016
11.064,121.4062,1.100586
11.07,111.8125,1.343262
11.077,99.0625,1.567871
11.083,87.71875,1.625
11.089,75.35938,1.543457
11.096,65.15625,1.363525
11.102,56.35938,1.191162
11.108,49.54688,1.086426
11.115,41.48438,1.053711
11.121,33.51563,1.052002
11.128,27.01563,1.054932
11.134,19.64063,1.042236
11.14,12.1875,1.003418
11.147,5.953125,0.9470215
11.153,-1.28125,0.8967285
11.16,-8.03125,0.838623
11.166,-14.09375,0.78125
11.173,-18.73438,0.7172852
11.182,-26.1875,0.6125488
11.189,-30.26562,0.519043
11.195,-32.90625,0.4165039
11.202,-33.71875,0.3100586
11.208,-33.5625,0.2050781
11.215,-33.3125,0.121582
11.221,-33.10938,0.02929688
11.228,-32.75,-0.05249023
11.234,-31.25,-0.112793
11.24,-28.59375,-0.1762695
11.247,-25.09375,-0.2351074
11.253,-21.90625,-0.2956543
11.26,-17.95313,-0.3530273
11.266,-12.9375,-0.4353027
11.273,-6.375,-0.5341797
11.279,0.578125,-0.6386719
11.286,10.9375,-0.7165527
11.292,22.64063,-0.7810059
11.298,34.39063,-0.8027344
11.305,43.64063,-0.7851563
11.311,53.07813,-0.7521973
11.318,60.01563,-0.7075195
11.324,64.8125,-0.673584
11.331,70.32813,-0.6621094
11.337,75.0625,-0.6708984
11.343,79.4375,-0.6970215
11.35,83.06251,-0.7307129
11.356,87.23437,-0.7668457
11.363,91.54688,-0.7966309
11.369,97.45313,-0.8249512
11.376,107.7344,-0.840332
11.382,111.6562,-0.8376465
11.389,118.5469,-0.8154297
11.395,123.7031,-0.78125
11.401,126.6562,-0.746582
11.408,129.4844,-0.7231445
11.414,132.1094,-0.7021484
11.421,134.5625,-0.6853027
11.427,136.1719,-0.6740723
11.482,167.3281,-0.5393066
11.488,171.1563,-0.5073242
11.495,174.6406,-0.4746094
11.502,177.3438,-0.440918
11.508,179.4063,-0.4060059
11.515,181.0625,-0.3701172
11.521,182.5,-0.3391113
11.527,183.25,-0.3005371
11.534,183.9531,-0.2617188
11.54,184.3437,-0.2241211
11.556,182.5625,-0.1428223
11.563,180.5937,-0.1140137
11.569,179.2969,-0.09570313
11.576,178.7969,-0.08129883
11.582,178.5625,-0.07397461
11.589,178.2031,-0.06884766
11.595,177.4687,-0.06274414
11.601,176.1875,-0.05102539
11.608,174.9531,-0.03564453
11.614,173.6719,-0.01855469
11.621,172.6094,-0.004394531
11.627,170.5781,0.01245117
11.634,167.5781,0.03222656
11.64,163.25,0.05151367
11.647,159.6719,0.07836914
11.653,157.8594,0.107666
11.659,157.4844,0.1352539
11.666,157.125,0.1533203
11.672,155.6094,0.1655273
11.679,152.7812,0.1679688
11.685,149.7344,0.1660156
11.692,145.3437,0.1657715
11.698,140.9531,0.1730957
11.704,137.2344,0.1916504
11.711,134.2656,0.2216797
11.717,130.4062,0.2531738
11.724,125.8281,0.2939453
11.73,120.2187,0.3327637
11.74,112.7813,0.3701172
11.747,107.25,0.3774414
11.753,101.9688,0.3598633
11.76,97.75001,0.3156738
11.766,95.60938,0.260498
11.772,95.21875,0.2250977
11.779,96.64063,0.2150879
11.785,99.23438,0.2468262
11.792,102.1719,0.3088379
11.798,106.1094,0.3662109
11.805,109.7656,0.420166
11.811,113.4531,0.440918
11.817,116.9844,0.4257813
11.824,121.7812,0.3930664
11.83,127.125,0.3439941
11.837,132.2969,0.3005371
11.843,139.4844,0.2756348
11.85,146.8906,0.2739258
11.856,153.7969,0.2958984
11.862,158.5312,0.3400879
11.869,162.6563,0.3876953
11.875,165.6094,0.4470215
11.882,168.3281,0.4956055
11.888,170.7344,0.5227051
11.895,174.0,0.5292969
11.901,177.0625,0.527832
11.907,179.375,0.5258789
11.914,180.7969,0.5246582
11.92,181.9375,0.5185547
11.927,183.7656,0.5021973
11.933,186.1094,0.482666
11.94,189.2344,0.472168
11.946,192.75,0.4741211
11.953,196.625,0.4848633
11.959,200.125,0.4958496
11.965,203.9375,0.5
11.972,207.0625,0.4958496
11.978,210.0156,0.4831543
11.985,212.375,0.4619141
11.991,215.3125,0.432373
12.001,221.2031,0.3869629
12.008,225.7187,0.3586426
12.014,229.7188,0.3442383
12.02,234.25,0.3476563
12.027,238.75,0.3598633
12.033,244.0156,0.3723145
12.04,248.9531,0.3649902
12.046,254.9687,0.3259277
12.053,261.1094,0.2712402
12.059,268.3125,0.1970215
12.066,279.0156,0.138916
12.072,283.4219,0.1147461
12.079,292.0938,0.1159668
12.085,301.2812,0.1311035
12.092,310.7344,0.1491699
12.098,318.4219,0.1567383
12.105,326.7344,0.1525879
12.111,334.2969,0.1437988
12.117,342.0469,0.1337891
12.124,348.8125,0.1328125
12.14,369.7031,0.1918945
12.146,375.5937,0.2380371
12.153,381.6875,0.2814941
12.159,386.9062,0.3430176
12.166,390.8594,0.4182129
12.172,392.9844,0.5026855
12.178,393.9219,0.5769043
12.185,393.2656,0.6657715
12.191,391.6875,0.7497559
12.198,388.3437,0.8269043
12.204,382.9687,0.8894043
12.21,375.9687,0.9658203
12.217,369.4375,1.042969
12.223,360.8438,1.104736
12.23,351.0469,1.171875
12.236,337.6094,1.226318
12.242,328.7344,1.257324
12.249,314.7031,1.269287
12.255,300.6562,1.249756
12.262,289.4219,1.200439
12.271,270.5781,1.105713
12.278,259.5625,1.031738
12.284,251.0625,0.9694824
12.291,241.7812,0.9282227
12.297,233.4531,0.8867188
12.304,226.0781,0.8459473
12.31,220.4375,0.8005371
12.316,213.9844,0.7595215
12.323,208.0,0.7111816
12.329,202.8594,0.6672363
12.336,199.0781,0.6308594
12.342,195.125,0.6052246
12.349,191.1562,0.5769043
12.355,186.5781,0.548584
12.362,183.3594,0.520752
12.368,180.8594,0.5009766
12.374,179.4688,0.4836426
12.381,178.125,0.4743652
12.387,176.6406,0.4714355
12.394,174.8906,0.4729004
12.4,173.0937,0.4787598
12.407,171.1094,0.4885254
12.413,167.75,0.5014648
12.419,164.0,0.5117188
12.426,160.9687,0.5187988
12.432,159.1094,0.5202637
12.439,157.0,0.5209961
12.445,153.9063,0.527832
12.452,149.0469,0.5454102
12.458,144.2656,0.5737305
12.464,138.5625,0.6022949
12.471,132.875,0.6374512
12.477,126.8125,0.6706543
12.484,121.5937,0.7016602
12.49,115.3281,0.7258301
12.497,108.7969,0.7519531
12.503,101.3594,0.7749023
12.51,94.40625,0.7944336
12.516,85.45313,0.8068848
12.522,76.29688,0.817627
12.529,64.82812,0.824707
12.584,-7.609375,1.060547
12.591,-16.65625,1.073975
12.598,-24.6875,1.070801
12.604,-32.375,1.057617
12.61,-38.96875,1.043701
12.617,-46.53125,1.039063
12.623,-52.75,1.043457
12.63,-56.625,1.052246
12.636,-61.01563,1.056885
12.642,-65.89063,1.055664
12.649,-69.5625,1.043945
12.655,-73.03125,1.024902
12.662,-74.70313,0.9919434
12.668,-73.40625,0.9519043
12.674,-69.82812,0.9138184
12.681,-63.98438,0.8916016
12.687,-59.0,0.8820801
12.694,-55.78125,0.8918457
12.7,-53.84375,0.9172363
12.707,-51.54687,0.9519043
12.714,-48.96875,0.9919434
12.72,-46.1875,1.028564
12.726,-43.54688,1.075195
12.733,-41.59375,1.121582
12.739,-39.375,1.158447
12.746,-37.54688,1.200195
12.752,-37.32813,1.241699
12.768,-44.59375,1.348145
12.774,-47.34375,1.389893
12.781,-50.32813,1.41748
12.787,-53.48438,1.44043
12.794,-57.10938,1.452881
12.8,-62.6875,1.456787
12.806,-68.01563,1.453857
12.813,-72.15625,1.443359
12.819,-75.17188,1.426025
12.826,-78.5,1.408203
12.832,-81.90625,1.383301
12.838,-84.89062,1.351074
12.845,-88.04688,1.25293
12.854,-91.46875,1.233887
12.861,-93.625,1.172852
12.867,-94.39063,1.11377
12.874,-94.21875,1.067871
12.88,-93.45313,1.015625
12.887,-92.60938,0.963623
12.893,-92.39062,0.9060059
12.9,-92.78125,0.8505859
12.906,-92.54687,0.7756348
12.912,-90.4375,0.6992188
12.919,-85.51562,0.6340332
12.925,-79.84375,0.5966797
12.932,-75.85938,0.5771484
12.938,-74.64063,0.5839844
12.945,-74.32813,0.6081543
12.951,-73.21875,0.6291504
12.958,-71.6875,0.6416016
12.964,-71.01563,0.6337891
12.971,-70.84375,0.6101074
12.977,-70.40625,0.5854492
12.983,-69.73438,0.5561523
12.99,-68.89062,0.5297852
12.996,-67.85938,0.5048828
13.003,-67.95312,0.4836426
13.009,-68.46875,0.4572754
13.016,-68.35938,0.4301758
13.022,-67.75,0.4025879
13.028,-67.4375,0.3793945
13.035,-66.125,0.3527832
